CG_ID	P1_1	P2_1	HYB_1_P1	HYB_1_P2	log2_P_ratio	log2_H_ratio	perc_cis	FBgn_ID	Gene_name	tau	Age_classification	HK_bin	min	class	pvalsPar1.adj	pvalsHyb1.adj	max_tissue
CG10042	64	60	63	45	0.0931094043914815	0.485426827170242	55.3039028394029	FBgn0038016	MBD-R2	0.425	Diptera	non_HKs	0	non_TS_non_HK	0.922443057913165	0.226493624096088	Adult_Mated_Male_4_days_Post.eclosion_Testes.4
CG10060	348	919	601	791	-1.40097755544031	-0.396312703761606	28.2882978547826	FBgn0001104	Galphai	0.397	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian	non_HKs	0	non_TS_non_HK	1.58857940845735e-57	3.63351613713312e-06	mbn2_cell_line.1
CG10061	29	54	40	27	-0.896906507035896	0.567040592723894	27.9194499711844	FBgn0011020	Sas-4	0.514	Eukaryota	non_HKs	0	non_TS_non_HK	0.0375287329958283	0.290582812603651	Adult_Virgin_Female_4_days_Post.eclosion_Ovaries.1
CG10069	192	216	174	205	-0.169925001442312	-0.236536603656718	78.026720619048	FBgn0034611	MFS16	0.368	Eukaryota	non_HKs	0	non_TS_non_HK	0.484423661526788	0.2640715401644	S3_cell_line
CG1007	741	537	795	642	0.464551454320421	0.308381563049415	66.3826493666965	FBgn0000575	emc	0.288	Diptera	non_HKs	0	non_TS_non_HK	2.20653463475691e-07	0.000397032397055717	BG3C2_3hr_20E
CG10071	4192	4733	4096	4252	-0.175116205200913	-0.0539258815311046	30.7943410886701	FBgn0016726	RpL29	0.153	Eukaryota	HK	162.8205594	non_TS_HK	1.92338443576868e-07	0.208584157201718	ML.DmD21_cell_line
CG10072	166	261	294	361	-0.65286656522296	-0.296182682050807	45.3664956712338	FBgn0261445	sgl	0.369	Cellular_Organisms	non_HKs	0	non_TS_non_HK	5.8611187382093e-05	0.0358938988609933	mbn2_cell_line
CG10075	44	78	76	60	-0.825970600224951	0.341036917835067	22.6145138510224	FBgn0035722	CG10075	0.464	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.015230093537386	0.374606042232917	Adult_Mated_Male_4_days_Post.eclosion_Testes.3
CG10077	84	192	134	172	-1.1926450779424	-0.360175564244325	30.1997275556376	FBgn0035720	CG10077	0.33	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian	HK	12.21159313	non_TS_HK	1.55444491368019e-09	0.0996132662107198	Adult_Mated_Male_4_days_Post.eclosion_Testes.4
CG10079	902	860	766	815	0.0687907736659205	-0.0894556671934828	36.1142131153698	FBgn0003731	Egfr	0.472	Bilateria	non_HKs	0	non_TS_non_HK	0.568128061358065	0.414012933364564	L3_Fat_body.1
CG10080	199	211	143	167	-0.0844745681635364	-0.223832955695663	61.6294853578813	FBgn0034641	mahj	0.316	Eukaryota	non_HKs	0	non_TS_non_HK	0.790962304424508	0.364821729531369	embryos_0.2_hr
CG10082	177	171	196	161	0.0497530351970997	0.283792966000591	54.8039662509046	FBgn0034644	CG10082	0.309	Eukaryota	non_HKs	0	non_TS_non_HK	0.922443057913165	0.175763474089725	WPP.2_days_CNS
CG10083	444	317	460	260	0.486076836210699	0.823122237915921	70.9485603463922	FBgn0036372	Abp1	0.271	Eukaryota	non_HKs	0	non_TS_non_HK	5.5860021323333e-05	1.48778916712824e-12	L3_Digestive_System
CG1009	320	319	282	266	0.00451548112249283	0.0842689168976039	51.3764834636603	FBgn0261243	Psa	0.436	Cellular_Organisms	HK	7.607337678	non_TS_HK	1	0.705387117196581	RAL_testis.4
CG10091	51	70	26	53	-0.456857674973471	-1.02748073642211	64.293742233207	FBgn0038020	GstD9	0.508	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.259161636372783	0.0137501517414481	Adult_Mated_Male_4_days_Post.eclosion_Testes.2
CG10103	161	329	244	415	-1.03102689562062	-0.766230188671401	74.3171872553499	FBgn0035715	CG10103	0.324	Eukaryota	non_HKs	0	non_TS_non_HK	7.47685976847429e-13	4.15496659494532e-10	adult_female_5_days_after_eclosion.6
CG10107	405	545	556	530	-0.428334321892302	0.0690925232729459	12.1959684208897	FBgn0035713	velo	0.465	Eukaryota	non_HKs	0	non_TS_non_HK	7.19521370626167e-05	0.644722817447168	Adult_Mated_Male_4_days_Post.eclosion_Testes.3
CG10110	234	267	202	238	-0.190331212104149	-0.236606280556149	83.6415272289067	FBgn0024698	Cpsf160	0.354	Eukaryota	non_HKs	0	non_TS_non_HK	0.345746094788945	0.215785315451277	Adult_Virgin_Female_4_days_Post.eclosion_Ovaries
CG10112	80	57	33	41	0.489038080722621	-0.31315788525963	28.0769986055051	FBgn0033942	Cpr51A	0.704	Pan-drosophilid	non_HKs	0	TS	0.177636511207931	0.616714262765889	pupae_12_hr_after_WPP.1
CG10117	118	118	110	121	0	-0.137503523749935	50	FBgn0265974	ttv	0.461	Eukaryota	HK	1.703266077	non_TS_HK	1	0.697449456195988	WPP.2_days_CNS
CG10119	72	72	59	56	0	0.0752881273042372	50	FBgn0010397	LamC	0.49	Diptera	non_HKs	0	non_TS_non_HK	1	0.944819686647339	embryos_18.20_hr
CG10120	62	62	61	41	0	0.573185332944803	50	FBgn0002719	Men	0.314	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian	non_HKs	0	non_TS_non_HK	1	0.152134114293625	Adult_Mated_Male_4_days_Post.eclosion_Testes.3
CG10121	74	411	101	164	-2.47354121805273	-0.699340521866289	28.2728469112327	FBgn0035710	SP1173	0.472	Pan-drosophilid	non_HKs	0	non_TS_non_HK	1.90250741667878e-55	0.000807547388256086	embryos_16.18_hr.1
CG10122	400	414	380	266	-0.0496307677246006	0.514573172829758	47.6996746079962	FBgn0019938	RpI1	0.315	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.836939531108896	6.41664851862151e-05	L1_stage_larvae.1
CG10128	224	228	185	160	-0.0255350921071376	0.20945336562895	47.1272851963164	FBgn0003742	tra2	0.497	Eukaryota	non_HKs	0	non_TS_non_HK	0.973031319169194	0.371525247591599	Adult_Mated_Male_4_days_Post.eclosion_Testes.3
CG10130	155	171	237	232	-0.14172810961166	0.030762253770687	15.1349853210133	FBgn0010638	Sec61beta	0.291	Eukaryota	non_HKs	0	non_TS_non_HK	0.644606703552249	0.945131409100888	Adult_Mated_Male_4_days_Post.eclosion_AccessoryGlands.2
CG10133	75	91	62	53	-0.278975949702815	0.226275855823676	30.9319616712843	FBgn0036366	CG10133	0.468	Eukaryota	non_HKs	0	non_TS_non_HK	0.469746673100687	0.651957625737799	Adult_Mated_Male_4_days_Post.eclosion_Testes.3
CG10144	64	84	74	84	-0.39231742277876	-0.182864057149811	46.6112506180826	FBgn0035704	CG10144	0.424	Eukaryota	non_HKs	0	non_TS_non_HK	0.289754448350008	0.666316340526963	Adult_Mated_Male_4_days_Post.eclosion_Testes.1
CG10149	91	126	66	106	-0.46948528330122	-0.683526335204746	76.1532053216517	FBgn0028689	Rpn6	0.282	Eukaryota	non_HKs	0	non_TS_non_HK	0.0800452884741507	0.0124330463787312	RAL_testis.4
CG10153	49	152	36	216	-1.63321766932838	-2.58496250072116	73.0895224846352	FBgn0266723	Trs31	0.267	Eukaryota	non_HKs	0	non_TS_non_HK	4.90472506137009e-12	7.01591767674940e-31	malphigian_tubules.1
CG10155	72	85	54	74	-0.239465934695389	-0.454565863465481	67.8795107553553	FBgn0020767	Spred	0.253	Bilateria	non_HKs	0	non_TS_non_HK	0.579284732127083	0.212776461466591	Adult_Mated_Male_4_days_Post.eclosion_Heads
CG10160	25	28	27	35	-0.163498732282879	-0.374395514781498	63.9672718266297	FBgn0001258	ImpL3	0.445	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.920666968739308	0.577965841478704	L2_stage_larvae
CG10161	995	443	1381	342	1.16738982687599	2.01364508937215	70.4096241694813	FBgn0040227	eIF-3p66	0.201	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian	non_HKs	0	non_TS_non_HK	6.481652672613e-47	1.75656485730148e-145	CME_L1_cell_line
CG10171	233	172	191	147	0.437921389952182	0.377756483199384	86.261254158111	FBgn0036353	CG10171	0.534	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.015954356122108	0.0626391976103934	RAL_testis.5
CG10173	152	220	138	242	-0.533432200081074	-0.810338780496425	74.5313624347742	FBgn0035696	Best2	0.683	Bilateria	non_HKs	0	TS	0.00370574062752573	1.0895572963456e-06	Adult_Mated_Male_4_days_Post.eclosion_AccessoryGlands.1
CG10174	85	295	163	420	-1.7951802081115	-1.36551736343505	76.0657541379395	FBgn0032680	Ntf-2r	0.846	mel-complex	non_HKs	0	TS	2.21316794667037e-26	1.44031814668505e-25	RAL_testis.2
CG10176	188	255	203	223	-0.43976458518122	-0.135563982735129	30.8264892861404	FBgn0032682	grnd	0.59	Pan-drosophilid	non_HKs	0	non_TS_non_HK	0.0104919702227262	0.56217646049974	WPP_Fat_Body
CG10191	389	307	260	238	0.341531499616012	0.127550049720511	37.3464965497814	FBgn0036354	Poc1	0.553	Eukaryota	non_HKs	0	non_TS_non_HK	0.0126871805886133	0.552020433995336	Adult_Mated_Male_4_days_Post.eclosion_Testes.3
CG10192	81	56	51	53	0.532495080827021	-0.0554951125917036	8.624146048613	FBgn0260634	eIF4G2	0.576	Bilateria	non_HKs	0	non_TS_non_HK	0.131991880560585	0.987161830464729	RAL_testis.4
CG10198	186	177	189	131	0.0715532610250341	0.528819422683622	53.6281465909861	FBgn0039120	Nup98-96	0.282	Eukaryota	non_HKs	0	non_TS_non_HK	0.856660758235821	0.00682233363644606	RAL_testis.4
CG10200	124	70	100	74	0.824913293441909	0.434402824145775	52.660422325509	FBgn0033968	hui	0.752	Pan-drosophilid	non_HKs	0	TS	0.00113174354999225	0.149003199639154	L2_stage_larvae
CG10206	929	767	1589	570	0.276452018879719	1.47908530029642	55.1543816111965	FBgn0026196	nop5	0.304	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.000834926747578276	1.49277467628105e-108	L1_stage_larvae.1
CG1021	26	23	31	20	0.176877762084079	0.632268215499513	58.1311245494201	FBgn0037443	Dmtn	0.43	Bilateria	non_HKs	0	non_TS_non_HK	0.918854727807613	0.320412667790979	WPP_Salivary_Glands.1
CG10210	169	169	144	117	0	0.299560281858908	50	FBgn0039117	tst	0.273	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian	non_HKs	0	non_TS_non_HK	1	0.237826686283533	Adult_Mated_Male_4_days_Post.eclosion_Testes.3
CG10214	68	67	51	41	0.021373650792567	0.314873337353412	51.7566238107543	FBgn0039115	CG10214	0.466	Cellular_Organisms	non_HKs	0	non_TS_non_HK	1	0.553279662173963	larval_fat
CG10217	989	851	903	756	0.216811389073148	0.256339753259786	86.6398703152612	FBgn0039113	CG10217	0.334	Bilateria	non_HKs	0	non_TS_non_HK	0.00898618721256542	0.00190437226285563	embryos_10.12_hr
CG10219	235	144	312	105	0.706591945122687	1.57115670119613	64.5047772809534	FBgn0039112	SdhD	0.365	Eukaryota	non_HKs	0	non_TS_non_HK	4.10829209204446e-05	2.0656760613637e-23	RAL_testis.2
CG10221	141	142	139	106	-0.0101957671058885	0.391020618160308	49.3565203934056	FBgn0028475	Hrd3	0.409	Cellular_Organisms	non_HKs	0	non_TS_non_HK	1	0.11426675331757	Adult_Mated_Male_4_days_Post.eclosion_Testes.3
CG10222	61	65	37	26	-0.0916304754655682	0.509013647487858	45.8712281431991	FBgn0036356	CG10222	0.409	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.922443057913165	0.386937637483285	adult_female_5_days_after_eclosion.6
CG10225	133	116	149	133	0.197301440373617	0.163886084960972	83.063805642083	FBgn0039110	RanBP3	0.438	Bilateria	non_HKs	0	non_TS_non_HK	0.548835150757047	0.576796549598346	adult_female_5_days_after_eclosion.6
CG10228	303	293	286	262	0.0484171290507031	0.126448335240939	61.8391132706544	FBgn0264962	Pcf11	0.208	Bilateria	non_HKs	0	non_TS_non_HK	0.884092998940667	0.527547125868827	WPP_Fat_Body
CG10229	86	104	99	91	-0.274174963438994	0.121561979880913	23.4993684364817	FBgn0040208	Kat60	0.3	Diptera	non_HKs	0	non_TS_non_HK	0.437239773412864	0.777715427289128	L3_Salivary_Glands
CG10230	478	456	421	402	0.0679767938160069	0.0666247318874674	98.010994851862	FBgn0028691	Rpn9	0.287	Eukaryota	non_HKs	0	non_TS_non_HK	0.718732643682602	0.713230357815549	Adult_Mated_Male_4_days_Post.eclosion_Testes.3
CG10236	749	766	507	589	-0.0323786734662061	-0.21628188682712	54.045462143767	FBgn0002526	LanA	0.322	Eukaryota	HK	0.855819095	non_TS_HK	0.862287252627044	0.0494116604109438	ML.DMD20.c5_cell_line
CG1024	26	29	18	28	-0.15754127698648	-0.637429920615292	57.049971334409	FBgn0027514	CG1024	0.618	Pan-drosophilid	non_HKs	0	TS	0.922443057913165	0.354051071483007	pupae_12_hr_after_WPP.1
CG10244	129	95	115	102	0.441371647092306	0.17306470897288	39.2106539042563	FBgn0022800	Cad96Ca	0.618	Bilateria	non_HKs	0	TS	0.097974725352928	0.616164005292625	embryos_14.16_hr
CG10249	394	456	311	325	-0.210838194708365	-0.0635251377852144	30.1298054050801	FBgn0027596	Kank	0.613	Bilateria	non_HKs	0	TS	0.12262214608156	0.774061846071137	Adult_Mated_Male_4_days_Post.eclosion_Testes.3
CG10254	63	68	62	55	-0.110182917750423	0.172836596862216	37.9147262725136	FBgn0027512	CG10254	0.535	Eukaryota	non_HKs	0	non_TS_non_HK	0.891350749290978	0.751360756491228	RAL_testis.4
CG10255	115	115	104	107	0	-0.0410272682600548	50	FBgn0033984	Lap1	0.336	Diptera	non_HKs	0	non_TS_non_HK	1	0.965185020002253	RAL_testis.1
CG10265	46	64	43	51	-0.476438043942987	-0.246160587269398	51.6668621238094	FBgn0033990	CG10265	0.558	Pan-drosophilid	non_HKs	0	non_TS_non_HK	0.265034337599883	0.663537920445259	Adult_Mated_Male_4_days_Post.eclosion_Testes.3
CG10267	20	38	28	23	-0.925999418556223	0.283792966000591	19.0007866570651	FBgn0037446	Zif	0.442	Pan-drosophilid	non_HKs	0	non_TS_non_HK	0.0914571192427137	0.748769033754403	Adult_Mated_Male_4_days_Post.eclosion_Testes.3
CG10269	203	198	185	176	0.0359792971055667	0.0719498418790147	66.6693699965286	FBgn0022935	D19A	0.554	Diptera	non_HKs	0	non_TS_non_HK	0.950426758968521	0.828647854560995	Adult_Mated_Male_4_days_Post.eclosion_Testes.2
CG10270	140	138	126	112	0.0207585601667975	0.169925001442312	53.2527603983969	FBgn0022699	D19B	0.364	Diptera	non_HKs	0	non_TS_non_HK	1	0.60418627812744	Adult_Mated_Male_4_days_Post.eclosion_Testes.3
CG10274	110	117	89	76	-0.0890050060587449	0.227805917522812	41.8286583023891	FBgn0035690	CG10274	0.618	Diptera	non_HKs	0	TS	0.868084698189399	0.554906868485262	adult_female_5_days_after_eclosion.6
CG10275	83	64	91	72	0.375039431346925	0.337869638756384	90.0890974431546	FBgn0032683	kon	0.605	Bilateria	non_HKs	0	non_TS_non_HK	0.322411773115677	0.31665063631522	WPP_Fat_Body.1
CG10279	51	69	70	70	-0.436099114806674	0	0	FBgn0003261	Rm62	0.2	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian	HK	25.65810773	non_TS_HK	0.293683439102399	1	S1_cell_line
CG10281	87	102	99	105	-0.229481846122767	-0.0848888975865131	36.9915525000176	FBgn0010282	TfIIFalpha	0.442	Bilateria	non_HKs	0	non_TS_non_HK	0.546448570565406	0.865978125013512	Adult_Mated_Male_4_days_Post.eclosion_Testes.4
CG10289	158	152	123	94	0.0558532347335174	0.387925653661603	53.8787072396336	FBgn0035688	CG10289	0.159	Eukaryota	non_HKs	0	non_TS_non_HK	0.918875710338224	0.147917544894629	WPP.2_days_CNS
CG10293	71	39	84	46	0.864344900642434	0.868755466721747	99.49487658548	FBgn0264491	how	0.299	Bilateria	non_HKs	0	non_TS_non_HK	0.0164526768861557	0.00548242524608896	L3_Fat_body
CG10305	3195	3306	7061	4143	-0.049270793457957	0.769196696447985	48.4483244668034	FBgn0261597	RpS26	0.168	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.372978527802367	8.66827556452353e-167	Adult_Mated_Male_4_days_Post.eclosion_AccessoryGlands.2
CG10306	1014	1034	908	827	-0.0281785333115941	0.13480496811964	45.2686997327175	FBgn0034654	CG10306	0.245	Eukaryota	non_HKs	0	non_TS_non_HK	0.856660758235821	0.143405270732947	Adult_Mated_Male_4_days_Post.eclosion_Testes.3
CG10309	36	24	31	22	0.584962500721156	0.494764691749578	84.5805827107926	FBgn0038418	pad	0.552	Pan-drosophilid	non_HKs	0	non_TS_non_HK	0.348265881271387	0.469334479465513	adult_female_5_days_after_eclosion.6
CG10318	48	34	44	39	0.497499659470817	0.174029399775049	34.980807818072	FBgn0034650	NC2alpha	0.576	Eukaryota	non_HKs	0	non_TS_non_HK	0.342126893316476	0.817219296227534	Adult_Mated_Male_4_days_Post.eclosion_Testes.3
CG10320	316	279	357	276	0.179659436347915	0.371255807250931	65.9597353728972	FBgn0034645	ND-B12	0.38	Bilateria	non_HKs	0	non_TS_non_HK	0.326683207974796	0.00700971006813683	Adult_Mated_Male_4_days_Post.eclosion_Testes.3
CG10321	165	203	161	155	-0.29901370293936	0.0547924728403796	13.4098517029901	FBgn0034643	CG10321	0.233	Pan-drosophilid	non_HKs	0	non_TS_non_HK	0.164229638192751	0.898484538442033	Adult_Mated_Male_4_days_Post.eclosion_Testes.3
CG10326	107	112	64	74	-0.0658879356564571	-0.20945336562895	59.3320719006198	FBgn0038453	CG10326	0.343	Bilateria	non_HKs	0	non_TS_non_HK	0.922443057913165	0.639943075749266	RAL_testis.2
CG10327	117	161	132	130	-0.460552158531212	0.0220263063299989	4.36506105124646	FBgn0025790	TBPH	0.266	Diptera	non_HKs	0	non_TS_non_HK	0.0442102372250105	1	Adult_Mated_Male_4_days_Post.eclosion_Testes.3
CG10335	100	128	97	108	-0.356143810225275	-0.154974659976341	43.5146296318651	FBgn0036271	Pbgs	0.338	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.205948873781482	0.673549748945131	CME_W2_cell_line
CG10340	83	78	89	68	0.0896372124846764	0.388270589716058	56.5247266574263	FBgn0022344	CG10340	0.309	Eukaryota	non_HKs	0	non_TS_non_HK	0.90637022914864	0.242106066754483	Adult_Mated_Male_4_days_Post.eclosion_Testes.3
CG10341	114	117	112	70	-0.0374747054186629	0.678071905112638	48.6554891098965	FBgn0032701	CG10341	0.305	Eukaryota	non_HKs	0	non_TS_non_HK	0.977694635802134	0.0104256996408183	WPP_Fat_Body.1
CG10347	62	73	89	73	-0.235628248493142	0.28590887208638	35.4090396984212	FBgn0030342	CG10347	0.468	Eukaryota	non_HKs	0	non_TS_non_HK	0.628035974249038	0.427465375097245	Adult_Mated_Male_4_days_Post.eclosion_Testes.3
CG10353	304	240	213	190	0.341036917835067	0.16485401189489	48.3390516608578	FBgn0030349	CG10353	0.281	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.0330820297049954	0.470676429956397	L3_stage_larvae_12_hr_post.molt
CG10354	200	222	332	178	-0.150559676575381	0.899306000380527	46.1378549071387	FBgn0031868	Rat1	0.393	Eukaryota	non_HKs	0	non_TS_non_HK	0.54504234209497	1.35811935492623e-10	WPP.2_days_CNS
CG10363	32	134	60	262	-2.06608919045777	-2.12653240592893	97.2362190561382	FBgn0041180	Tep4	0.31	Bilateria	non_HKs	0	non_TS_non_HK	1.67487133876229e-14	1.14980920005171e-29	L3_Fat_body.1
CG10367	46	40	25	40	0.20163386116965	-0.678071905112638	43.528156653154	FBgn0263782	Hmgcr	0.503	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.793044533963267	0.193584968728262	adult_female_5_days_after_eclosion.6
CG10370	496	588	498	448	-0.245476034449489	0.152647010010477	27.7151977983343	FBgn0028684	Rpt5	0.264	Eukaryota	non_HKs	0	non_TS_non_HK	0.0284550381122009	0.243575600545724	L3_Digestive_System
CG10371	83	75	83	48	0.146220740851044	0.790076930625769	55.0985899820141	FBgn0039111	Plip	0.272	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.784943800560547	0.0124330463787312	RAL_testis.2
CG10372	70	97	142	86	-0.470629825242161	0.723482364802584	37.7286409670779	FBgn0025608	Faf2	0.43	Eukaryota	non_HKs	0	non_TS_non_HK	0.141649525759908	0.00147568031026226	Adult_Mated_Male_4_days_Post.eclosion_Testes.3
CG10373	322	364	387	368	-0.176877762084079	0.0726278000873974	22.5458796251696	FBgn0032704	Jwa	0.286	Bilateria	non_HKs	0	non_TS_non_HK	0.288447677827165	0.697522876676131	L3_Salivary_Glands.1
CG10375	36	55	43	48	-0.611434712082347	-0.158697746019058	25.9549781657939	FBgn0039116	CG10375	0.296	Eukaryota	non_HKs	0	non_TS_non_HK	0.174854255311599	0.828744323268593	Adult_Mated_Male_4_days_Post.eclosion_Testes.3
CG10377	354	424	571	335	-0.260314904480202	0.769329650017708	42.7649072502879	FBgn0004838	Hrb27C	0.176	Eukaryota	HK	22.5162799	non_TS_HK	0.0565269713374304	8.16200185640953e-14	S3_cell_line.1
CG10379	185	174	115	117	0.088437964667584	-0.0248746686390294	18.0006905763411	FBgn0015513	mbc	0.325	Diptera	HK	4.036555096	non_TS_HK	0.799705255685995	0.999098963046097	ML.DmD32_cell_line
CG10391	102	126	133	37	-0.304854581528421	1.84582906987224	46.1859926041806	FBgn0032693	Cyp310a1	0.42	Pan-drosophilid	non_HKs	0	non_TS_non_HK	0.305396948897458	1.18325824428731e-12	WPP_Fat_Body
CG1041	97	117	123	130	-0.270451877396277	-0.0798533076892147	29.5258840345229	FBgn0037440	CRAT	0.394	Diptera	non_HKs	0	non_TS_non_HK	0.40669766403522	0.852236913464204	L3_Fat_body.1
CG10413	132	164	172	199	-0.31315788525963	-0.210359865841551	67.1737407049954	FBgn0032689	CG10413	0.515	Eukaryota	non_HKs	0	non_TS_non_HK	0.201683005073241	0.343874843962948	WPP_Salivary_Glands.1
CG10414	52	42	64	39	0.308122295362332	0.714597781137752	63.7422907340719	FBgn0032691	Atac2	0.379	Bilateria	non_HKs	0	non_TS_non_HK	0.594278121282065	0.0583169586154197	WPP.2_days_CNS
CG10415	152	180	144	161	-0.243925582886089	-0.160991876672305	66.0004066680805	FBgn0015828	TfIIEalpha	0.363	Eukaryota	non_HKs	0	non_TS_non_HK	0.323879459156415	0.563853609318104	Adult_Mated_Male_4_days_Post.eclosion_Testes.3
CG10417	91	233	157	384	-1.35639150445558	-1.29034175182953	95.1304802183522	FBgn0033021	CG10417	0.225	Eukaryota	HK	22.36316494	non_TS_HK	5.44490621351964e-14	1.72708426688227e-21	embryos__2.4_hr.1
CG10418	100	66	78	50	0.599462070416271	0.641546029087524	93.8440443771021	FBgn0036277	CG10418	0.339	Eukaryota	non_HKs	0	non_TS_non_HK	0.045692863588067	0.0559231556803421	RAL_testis.2
CG10423	663	571	471	477	0.215518124749745	-0.0182622063927283	7.24568422906698	FBgn0039300	RpS27	0.141	Cellular_Organisms	HK	77.85694461	non_TS_HK	0.0434195950330433	0.955518289942116	ML.DmD21_cell_line
CG10424	61	43	80	20	0.504472582860788	2	57.2159723363528	FBgn0036848	CG10424	0.306	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.247650387123652	1.4125773709058e-08	CME_L1_cell_line
CG10425	46	48	43	56	-0.0614005446641433	-0.381090167355506	54.380872960109	FBgn0039304	CG10425	0.381	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.986339693451079	0.414104070496145	adult_midgut
CG1044	116	115	125	148	0.0124909441831968	-0.243669080966863	48.7504785105217	FBgn0016794	dos	0.368	Diptera	non_HKs	0	non_TS_non_HK	1	0.352922768748215	adult_female_5_days_after_eclosion.6
CG10440	106	71	104	101	0.578173335058517	0.0422282353892975	7.30373277851417	FBgn0034636	twz	0.756	Bilateria	non_HKs	0	TS	0.0464035163552881	0.964377192424393	Adult_Mated_Male_4_days_Post.eclosion_Testes.3
CG10443	32	60	43	133	-0.906890595608519	-1.62901768079909	69.2861496392542	FBgn0000464	Lar	0.722	Eukaryota	non_HKs	0	TS	0.0240792633499232	1.06280474434917e-10	WPP.2_days_CNS
CG10444	65	101	67	64	-0.63584366972334	0.0660891904577724	8.60511627274186	FBgn0034494	CG10444	0.458	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.0314912075217956	0.95030468463676	Kc167_cell_line
CG10460	150	94	108	98	0.674229838818243	0.14017765804826	20.7907823085903	FBgn0034443	cer	0.515	Bilateria	non_HKs	0	non_TS_non_HK	0.00313229819029476	0.713230357815549	L3_Salivary_Glands
