CG_ID	MSP1	MSP2	MSH11	MSH12	log2_P_ratio	log2_H_ratio	perc_cis	FBgn_ID	Gene_name	tau	Age_classification	HK_bin	min	class	pvalsPar1.adj	pvalsHyb1.adj
CG10306	441	420	450	411	0.070389327891398	0.130786607535354	68.4088023655938	FBgn0034654	CG10306	0.245	Eukaryota	non_HKs	0	non_TS_non_HK	0.670984354196609	0.416178021643021
CG1031	67	51	46	72	0.393663848486277	-0.6463630453853	38.3282081053049	FBgn0015568	alpha-Est1	0.486	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Bilateria by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.311273298031584	0.0914166048123812
CG10318	46	61	64	43	-0.407175381505874	0.573735245297902	36.9045617136131	FBgn0034650	NC2alpha	0.576	Eukaryota	non_HKs	0	non_TS_non_HK	0.322136505260909	0.175684670474697
CG10320	193	292	236	249	-0.597367521611937	-0.0773588827062397	12.949964621025	FBgn0034645	ND-B12	0.38	Bilateria	non_HKs	0	non_TS_non_HK	6.41917865465295e-05	0.796399347776785
CG10321	244	268	252	260	-0.135351852894886	-0.045087889528538	33.3116160319971	FBgn0034643	CG10321	0.233	Pan-drosophilid	non_HKs	0	non_TS_non_HK	0.483470431698093	0.904239834435105
CG10326	74	60	72	62	0.302562770020431	0.215728691055437	71.3004746224625	FBgn0038453	CG10326	0.343	Bilateria	non_HKs	0	non_TS_non_HK	0.428623664701851	0.676023474693663
CG10327	49	55	43	61	-0.166649869409451	-0.504472582860788	59.8926035880234	FBgn0025790	TBPH	0.266	Diptera	non_HKs	0	non_TS_non_HK	0.782874887387594	0.2675833979281
CG10333	48	50	48	50	-0.0588936890535686	-0.0588936890535686	100	FBgn0032690	CG10333	0.305	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.978817982998504	0.991243831599755
CG10334	54	59	56	57	-0.127755547198373	-0.0255350921071376	19.9874625150233	FBgn0005672	spi	0.273	Diptera	non_HKs	0	non_TS_non_HK	0.843472414223551	1
CG10335	97	121	99	119	-0.318950395087467	-0.265461143228334	83.2296016299135	FBgn0036271	Pbgs	0.338	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.240887193162372	0.419664100179608
CG10338	28	31	21	38	-0.146841388329271	-0.855610090664825	54.6932810961864	FBgn0032700	CG10338	0.264	Eukaryota	non_HKs	0	non_TS_non_HK	0.903968307847783	0.136460422431712
CG10340	82	97	91	88	-0.242360837569044	0.0483630215613991	14.2627227165863	FBgn0022344	CG10340	0.309	Eukaryota	non_HKs	0	non_TS_non_HK	0.469547484406908	0.977509173602013
CG10341	30	36	39	27	-0.263034405833794	0.53051471669878	40.0671554482414	FBgn0032701	CG10341	0.305	Eukaryota	non_HKs	0	non_TS_non_HK	0.713526683801013	0.388184782477287
CG10343	84	79	99	64	0.0885366746016572	0.62935662007961	53.7830476702237	FBgn0032703	CG10343	0.435	Bilateria	non_HKs	0	non_TS_non_HK	0.879108647835606	0.0414868787832304
CG10347	41	83	54	70	-1.01748742672884	-0.374395514781498	36.7960826784028	FBgn0030342	CG10347	0.468	Eukaryota	non_HKs	0	non_TS_non_HK	0.00118776089546217	0.392438266877764
CG10354	209	88	148	149	1.24792751344359	-0.00971515483321178	0.766567630392769	FBgn0031868	Rat1	0.393	Eukaryota	non_HKs	0	non_TS_non_HK	3.26512645118242e-11	1
CG10360	549	480	505	524	0.19377174339668	-0.0532834238982932	17.7411180117062	FBgn0003231	ref(2)P	0.311	Bilateria	non_HKs	0	non_TS_non_HK	0.0896286084473577	0.786227608419356
CG10363	87	128	88	127	-0.557056504151272	-0.529253068134869	95.0088661007981	FBgn0041180	Tep4	0.31	Bilateria	non_HKs	0	non_TS_non_HK	0.0225477053088659	0.0491814654526469
CG10365	45	54	52	47	-0.263034405833794	0.145850866463455	26.2919352593992	FBgn0039109	CG10365	0.558	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.599243231258949	0.861817452586763
CG10366	101	117	98	120	-0.21215323683161	-0.29218075149331	78.49926454122	FBgn0032814	CG10366	0.548	Diptera	non_HKs	0	non_TS_non_HK	0.483470431698093	0.359026550520562
CG10367	72	84	94	62	-0.222392421336448	0.600392541290762	42.1867644505268	FBgn0263782	Hmgcr	0.503	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.555683416774743	0.0626569428220528
CG10370	468	331	399	400	0.499677312776187	-0.00361125355237884	0.712419576954478	FBgn0028684	Rpt5	0.264	Eukaryota	non_HKs	0	non_TS_non_HK	1.28826193905346e-05	1
CG10371	23	22	25	20	0.0641303374197156	0.321928094887362	55.531091735792	FBgn0039111	Plip	0.272	Cellular_Organisms	non_HKs	0	non_TS_non_HK	1	0.768212325183526
CG10372	211	208	230	189	0.0206594705660929	0.283247626723303	51.892462093367	FBgn0025608	Faf2	0.43	Eukaryota	non_HKs	0	non_TS_non_HK	0.979882643321307	0.171085778730134
CG10373	291	233	295	229	0.320689198254004	0.36536735615226	89.1040978702789	FBgn0032704	Jwa	0.286	Bilateria	non_HKs	0	non_TS_non_HK	0.0404435931791425	0.0279430521600101
CG10379	521	581	515	587	-0.157254791126021	-0.188788071039471	85.6875968774407	FBgn0015513	mbc	0.325	Diptera	HK	4.036555096	non_TS_HK	0.171195558558583	0.126378339096546
CG10383	76	74	75	75	0.0384741478146356	0	0	FBgn0032699	CG10383	0.451	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.985892212780553	1
CG10385	153	116	142	127	0.39940684756508	0.161062432732516	40.3254059649723	FBgn0005617	msl-1	0.37	Pan-drosophilid	non_HKs	0	non_TS_non_HK	0.076412674007036	0.632370947633272
CG10413	355	212	312	255	0.743754759828845	0.291048782003391	39.132358906902	FBgn0032689	CG10413	0.515	Eukaryota	non_HKs	0	non_TS_non_HK	2.88955479846114e-08	0.0836009066037012
CG10415	114	95	111	98	0.263034405833794	0.179706022234898	68.3203483077611	FBgn0015828	TfIIEalpha	0.363	Eukaryota	non_HKs	0	non_TS_non_HK	0.371681496181542	0.647731303498243
CG10417	217	105	166	156	1.04730571477836	0.0896372124846764	8.55883924052171	FBgn0033021	CG10417	0.225	Eukaryota	HK	22.36316494	non_TS_HK	6.5743067943479e-09	0.815293121069004
CG10420	73	37	51	59	0.980371193251067	-0.210217707390346	15.0069043210553	FBgn0039296	CG10420	0.487	Eukaryota	non_HKs	0	non_TS_non_HK	0.00374566881954881	0.733544234048172
CG10423	222	126	156	192	0.817135942850189	-0.299560281858908	21.1515555600043	FBgn0039300	RpS27	0.141	Cellular_Organisms	HK	77.85694461	non_TS_HK	3.01550010652618e-06	0.193264024888992
CG10425	107	108	115	100	-0.0134205157623217	0.20163386116965	48.3896214801426	FBgn0039304	CG10425	0.381	Cellular_Organisms	non_HKs	0	non_TS_non_HK	1	0.580498262113519
CG10433	106	130	116	120	-0.294447358465255	-0.0489096004809464	16.6106433203807	FBgn0034638	CG10433	0.584	Diptera	non_HKs	0	non_TS_non_HK	0.26239216195218	0.954004380191055
CG10435	45	20	28	37	1.16992500144231	-0.402098443571346	20.3684709589821	FBgn0037539	CG10435	0.361	Diptera	non_HKs	0	non_TS_non_HK	0.0107589295665741	0.559762170284251
CG10443	37	82	70	49	-1.14809863898913	0.514573172829758	23.6341420675173	FBgn0000464	Lar	0.722	Eukaryota	non_HKs	0	TS	0.000311917035550811	0.206215165329263
CG10444	153	203	171	185	-0.407948074492525	-0.113528945630414	27.8292637541288	FBgn0034494	CG10444	0.458	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.0309439380921379	0.724296880500332
CG10449	109	83	101	91	0.393144893430001	0.150416842553099	38.2598998656153	FBgn0002022	Catsup	0.257	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.162449707289384	0.741324718616143
CG10460	56	59	56	59	-0.0752881273042371	-0.0752881273042371	100	FBgn0034443	cer	0.515	Bilateria	non_HKs	0	non_TS_non_HK	0.943304606663291	0.956339155148275
CG10462	102	91	103	90	0.164630701772799	0.194647430853544	86.6392890216562	FBgn0032815	CG10462	0.36	Pan-drosophilid	non_HKs	0	non_TS_non_HK	0.647224079894645	0.627135113937258
CG10463	33	52	31	54	-0.656045598782639	-0.800691191776593	84.6990410905186	FBgn0032819	CG10463	0.36	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.12230445926557	0.0762597283755768
CG10473	250	210	237	223	0.251538766995964	0.0878433489779543	34.9223899071445	FBgn0263198	Acn	0.298	Bilateria	non_HKs	0	non_TS_non_HK	0.158772503587533	0.764626556442827
CG10475	58	55	38	75	0.0766212816029124	-0.980891177052295	48.1205566880693	FBgn0035667	Jon65Ai	0.79	Pan-drosophilid	non_HKs	0	TS	0.942160649232439	0.00569050927340997
CG10480	113	101	126	88	0.161967479663393	0.517848304862619	59.26874669109	FBgn0002638	Rcc1	0.368	Eukaryota	non_HKs	0	non_TS_non_HK	0.630365765621307	0.0564479057137113
CG1049	249	387	298	338	-0.636187824076329	-0.181710915820023	28.5624636220987	FBgn0041342	Cct1	0.334	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian	non_HKs	0	non_TS_non_HK	5.63980752228953e-07	0.311361625667517
CG10492	177	196	210	163	-0.147104294032211	0.365517363435045	41.6240885252395	FBgn0032748	CG10492	0.54	Bilateria	non_HKs	0	non_TS_non_HK	0.525055407209222	0.0781553035922901
CG10494	110	69	89	90	0.67283525674649	-0.0161196653632769	2.28623547773138	FBgn0034634	CG10494	0.47	Pan-drosophilid	non_HKs	0	non_TS_non_HK	0.0109876529014764	1
CG10496	64	38	50	52	0.752072486556414	-0.0565835283663674	6.53963735305821	FBgn0034631	TAF1C-like	0.34	Pan-drosophilid	non_HKs	0	non_TS_non_HK	0.0409769170967465	0.991700735233777
CG10506	227	306	276	257	-0.430839355401737	0.102899907584291	16.1629871897625	FBgn0027090	Aats-gln	0.25	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.00351047543527213	0.674454847442918
CG10513	60	50	63	47	0.263034405833794	0.422691071822279	72.583963906396	FBgn0039311	CG10513	0.804	Pan-drosophilid	non_HKs	0	TS	0.567406751448854	0.35526469628034
CG10516	35	40	29	46	-0.192645077942396	-0.665580960929441	58.4603525618338	FBgn0036549	CG10516	0.496	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Bilateria by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.798941507716457	0.201447628938417
CG10527	462	441	524	379	0.067114195858537	0.467368963366359	53.8677017162103	FBgn0034583	CG10527	0.409	Diptera	non_HKs	0	non_TS_non_HK	0.681830637624721	3.53856431971075e-05
CG10528	52	57	60	49	-0.13245029602365	0.29218075149331	40.7611526340297	FBgn0004811	fs(2)ltoPP43	0.426	Eukaryota	non_HKs	0	non_TS_non_HK	0.840104638319019	0.57857600580283
CG10535	74	92	80	86	-0.314108590428063	-0.104336659814736	33.2167482820342	FBgn0037926	Elp1	0.34	Eukaryota	non_HKs	0	non_TS_non_HK	0.337729016774351	0.86644557840571
CG10538	110	214	167	157	-0.960107272876487	0.0890835435824252	7.82619258674948	FBgn0032821	CdGAPr	0.499	Bilateria	non_HKs	0	non_TS_non_HK	1.03824236590015e-07	0.815498800979295
CG10539	337	441	338	440	-0.388030064375662	-0.380480277242475	98.0543293351936	FBgn0283472	S6k	0.314	Eukaryota	non_HKs	0	non_TS_non_HK	0.00125404720793192	0.00288585458055782
CG10540	256	201	215	242	0.348948308821071	-0.170670387685134	24.7244801625498	FBgn0034577	cpa	0.277	Eukaryota	non_HKs	0	non_TS_non_HK	0.0368973174614606	0.453273966265436
CG10542	153	151	167	137	0.018983103367573	0.285672209513525	51.718359236011	FBgn0086694	Bre1	0.388	Bilateria	non_HKs	0	non_TS_non_HK	0.996137017885203	0.26925456860226
CG10543	59	123	104	78	-1.0598714559774	0.415037499278844	21.960278201688	FBgn0034570	CG10543	0.319	Pan-drosophilid	non_HKs	0	non_TS_non_HK	2.10018067243005e-05	0.200922093029038
CG10545	238	238	234	242	0	-0.04849851769119	50	FBgn0001105	Gbeta13F	0.203	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian	HK	30.06717262	non_TS_HK	1	0.898136044918272
CG10555	61	125	99	87	-1.0350469470992	0.186413124230881	13.2407609448524	FBgn0030034	CG10555	0.375	Bilateria	non_HKs	0	non_TS_non_HK	2.66601963810665e-05	0.659831367804407
CG10561	54	84	60	78	-0.637429920615292	-0.37851162325373	59.3808999251814	FBgn0002036	CG10561	0.682	Pan-drosophilid	non_HKs	0	TS	0.0418470338671817	0.349809125280296
CG10563	41	28	40	29	0.55019708256048	0.46394709975979	84.323802227503	FBgn0086445	l(2)37Cd	0.421	Eukaryota	non_HKs	0	non_TS_non_HK	0.283469106646923	0.458518668414788
CG10565	129	115	135	109	0.165737204478879	0.308631272273904	68.3530346772539	FBgn0037051	CG10565	0.363	Eukaryota	non_HKs	0	non_TS_non_HK	0.582643338879384	0.290036495560253
CG10570	151	152	148	155	-0.00952277411850654	-0.0666710396452878	53.8454318998451	FBgn0040992	CG10570	0.944	Pan-drosophilid	non_HKs	0	TS	1	0.887464624727537
CG10574	128	177	154	151	-0.467605550082997	0.0283818013698226	5.41256121132323	FBgn0028429	I-2	0.549	Eukaryota	non_HKs	0	non_TS_non_HK	0.0214531361884059	0.985379693971952
CG10575	132	134	117	149	-0.0216950710993191	-0.348803800878757	51.6048726806553	FBgn0035632	Ppat-Dpck	0.317	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.994427120867947	0.185669060487227
CG10576	910	940	899	951	-0.0467942114789411	-0.0811242253461161	70.2652634488774	FBgn0035630	CG10576	0.239	Eukaryota	non_HKs	0	non_TS_non_HK	0.676064122314221	0.46855260717219
CG10578	481	511	436	556	-0.0872863971675794	-0.350756747946581	57.1053847468375	FBgn0263106	DnaJ-1	0.248	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian	HK	25.75634697	non_TS_HK	0.532289376600984	0.00170611916653452
CG10579	92	72	82	82	0.3536369546147	0	0	FBgn0005640	Eip63E	0.464	Bilateria	non_HKs	0	non_TS_non_HK	0.267727186432968	1
